"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","nativecountry","income","native.country"
35," Private",144937," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,42," United-States"," <=50K"," United-States"
21," Private",119704," Some-college",10," Never-married"," Sales"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"," United-States"
24," Private",221955," Bachelors",13," Married-civ-spouse"," Sales"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
47," Private",173938," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,57," United-States"," >50K"," United-States"
49," Private",357540," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,25," United-States"," <=50K"," United-States"
43," Private",266439," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1887,40," United-States"," >50K"," United-States"
22," ?",330571," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," United-States"
63," Private",109517," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,43," United-States"," <=50K"," United-States"
36," Private",160035," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," >50K"," United-States"
27," State-gov",271328," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
47," Self-emp-not-inc",159869," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,56," United-States"," >50K"," United-States"
26," Private",165235," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Thailand"," <=50K"," Thailand"
32," Self-emp-not-inc",52647," 10th",6," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
59," Private",279232," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," Puerto-Rico"," <=50K"," Puerto-Rico"
76," Self-emp-not-inc",253408," Some-college",10," Widowed"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
38," Self-emp-not-inc",64875," HS-grad",9," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
41," Private",67339," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," ?"," <=50K"," ?"
35," Private",160120," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,50," United-States"," >50K"," United-States"
40," Self-emp-not-inc",26892," Bachelors",13," Married-AF-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,50," United-States"," >50K"," United-States"
27," Private",292120," HS-grad",9," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," United-States"
62," Private",138253," Masters",14," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",4650,0,40," United-States"," <=50K"," United-States"
29," Private",190777," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
29," Private",186733," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
18," ?",78567," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
19," ?",140590," 12th",8," Never-married"," ?"," Own-child"," Black"," Male",0,0,30," United-States"," <=50K"," United-States"
32," Local-gov",230912," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",4865,0,40," United-States"," <=50K"," United-States"
34," Local-gov",205704," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
17," Private",152696," 12th",8," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
37," Private",222450," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"," Mexico"
49," Private",281647," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"," United-States"
39," Private",225504," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
30," State-gov",48214," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,50," United-States"," >50K"," United-States"
43," Private",221172," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,24," United-States"," >50K"," United-States"
41," Private",138907," HS-grad",9," Divorced"," Priv-house-serv"," Other-relative"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
72," Private",107814," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",2329,0,60," United-States"," <=50K"," United-States"
29," Private",353352," Assoc-voc",11," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
39," State-gov",126336," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
45," Self-emp-not-inc",341117," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," United-States"
25," Private",108505," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
45," Private",267967," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"," United-States"
27," ?",181284," 12th",8," Married-civ-spouse"," ?"," Husband"," Black"," Male",0,0,45," United-States"," <=50K"," United-States"
28," Private",102533," Some-college",10," Separated"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
44," Private",210648," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
47," Private",94809," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,45," United-States"," >50K"," United-States"
66," Private",236879," Preschool",1," Widowed"," Priv-house-serv"," Other-relative"," White"," Female",0,0,40," Guatemala"," <=50K"," Guatemala"
62," Self-emp-not-inc",122246," Masters",14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"," United-States"
50," Private",95435," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1579,65," Canada"," <=50K"," Canada"
46," Self-emp-inc",125892," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
17," Private",721712," 10th",6," Never-married"," Other-service"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"," United-States"
23," Private",235853," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
52," Private",99184," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
20," Private",386864," 10th",6," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,35," Mexico"," <=50K"," Mexico"
45," Self-emp-not-inc",174426," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
49," Private",83622," Assoc-acdm",12," Separated"," Adm-clerical"," Not-in-family"," White"," Female",2597,0,40," United-States"," <=50K"," United-States"
21," Private",222490," Assoc-voc",11," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
44," Private",29115," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
26," Private",66638," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," United-States"
49," Private",124604," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,32," United-States"," <=50K"," United-States"
30," Private",154568," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,36," Vietnam"," >50K"," Vietnam"
44," Private",124747," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",3103,0,40," United-States"," >50K"," United-States"
38," Private",276559," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,70," United-States"," >50K"," United-States"
35," Private",86648," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,50," United-States"," >50K"," United-States"
48," Self-emp-not-inc",107231," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,50," United-States"," >50K"," United-States"
32," Local-gov",113838," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,99," United-States"," <=50K"," United-States"
76," Federal-gov",25319," Masters",14," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,15," United-States"," <=50K"," United-States"
57," Local-gov",190561," HS-grad",9," Divorced"," Handlers-cleaners"," Not-in-family"," Black"," Female",0,0,30," United-States"," <=50K"," United-States"
28," Private",242482," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
46," Private",169953," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
39," Private",210991," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
30," Private",110622," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," China"," <=50K"," China"
18," Private",157131," 12th",8," Never-married"," Sales"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"," United-States"
26," Private",177951," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,48," United-States"," <=50K"," United-States"
26," Private",77661," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
52," Private",312477," HS-grad",9," Widowed"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
17," Private",340557," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"," United-States"
46," Federal-gov",330901," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
29," Self-emp-not-inc",85572," 11th",7," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,5," United-States"," <=50K"," United-States"
40," Private",116632," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
56," Private",75785," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
25," Private",248612," Assoc-acdm",12," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
36," Private",549174," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
39," Self-emp-inc",131288," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",5178,0,48," United-States"," >50K"," United-States"
33," Private",215288," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
30," State-gov",144064," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
24," Private",148709," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
22," ?",174626," 7th-8th",4," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
38," Private",184801," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
21," Private",222993," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
49," Private",122066," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,2603,40," Greece"," <=50K"," Greece"
37," Private",138940," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
26," Self-emp-not-inc",118523," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
30," Private",295010," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
26," Private",373553," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,42," United-States"," <=50K"," United-States"
32," Private",176992," 10th",6," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
47," Private",423222," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"," United-States"
40," Private",279679," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
50," Federal-gov",222020," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,48," United-States"," <=50K"," United-States"
43," Private",218309," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," United-States"
36," ?",389850," HS-grad",9," Married-spouse-absent"," ?"," Unmarried"," Black"," Male",0,0,50," United-States"," <=50K"," United-States"
50," State-gov",97778," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
35," Private",82622," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
30," Private",48014," Masters",14," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," France"," <=50K"," France"
27," Private",213842," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,38," United-States"," <=50K"," United-States"
31," Private",50276," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
21," Private",209067," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
61," Private",243283," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
27," Federal-gov",38645," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
23," Private",141272," Bachelors",13," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,30," United-States"," <=50K"," United-States"
17," Private",218361," 10th",6," Never-married"," Other-service"," Own-child"," White"," Female",0,1602,12," United-States"," <=50K"," United-States"
52," Private",155983," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
38," Private",103474," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," United-States"
61," Private",203445," Some-college",10," Widowed"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
38," Private",38312," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,65," United-States"," >50K"," United-States"
41," Local-gov",36924," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
28," Private",461929," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"," Mexico"
27," Private",134048," 11th",7," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
40," Private",91959," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,46," United-States"," >50K"," United-States"
34," Private",153942," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
65," Private",83800," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,27," United-States"," <=50K"," United-States"
61," Private",139391," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,16," United-States"," <=50K"," United-States"
25," Private",114483," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
19," Private",220101," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
47," Self-emp-not-inc",479611," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
32," Private",100662," 9th",5," Separated"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," Columbia"," <=50K"," Columbia"
36," Private",160035," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
62," Private",176839," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,38," United-States"," <=50K"," United-States"
21," Local-gov",309348," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",594,0,4," United-States"," <=50K"," United-States"
41," Private",56795," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,45," England"," <=50K"," England"
25," ?",100903," Bachelors",13," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,25," United-States"," <=50K"," United-States"
17," Private",277583," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"," United-States"
26," Private",61603," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," Other"," Male",0,0,40," Mexico"," <=50K"," Mexico"
34," Self-emp-not-inc",177639," Assoc-acdm",12," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
34," Private",108837," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
46," Self-emp-inc",168796," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
27," Private",269444," HS-grad",9," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
33," Private",155343," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," Private",228230," Some-college",10," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,47," United-States"," <=50K"," United-States"
19," Private",97261," 12th",8," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
25," Private",254613," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," Cuba"," <=50K"," Cuba"
49," Private",207677," 7th-8th",4," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,70," United-States"," <=50K"," United-States"
50," Private",171199," 11th",7," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
40," Self-emp-inc",475322," Bachelors",13," Separated"," Craft-repair"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
56," Private",134286," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
56," Self-emp-not-inc",73746," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
23," Private",125525," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,42," United-States"," <=50K"," United-States"
21," Private",304949," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"," United-States"
54," State-gov",249096," Assoc-voc",11," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
26," Private",89326," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
55," Self-emp-not-inc",26683," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
59," ?",145574," Assoc-acdm",12," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,35," United-States"," >50K"," United-States"
53," Private",317313," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
53," Private",287317," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," Black"," Male",0,0,32," United-States"," <=50K"," United-States"
35," Private",253006," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,38," United-States"," >50K"," United-States"
39," Self-emp-not-inc",50096," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,80," United-States"," <=50K"," United-States"
23," Private",117363," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
23," Private",229826," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
44," Private",165346," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
35," Private",491000," Assoc-voc",11," Divorced"," Prof-specialty"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
23," Local-gov",247731," HS-grad",9," Divorced"," Adm-clerical"," Own-child"," White"," Female",0,0,40," Cuba"," <=50K"," Cuba"
44," Private",419134," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
33," Self-emp-not-inc",173495," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
39," Private",115289," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," France"," >50K"," France"
35," Private",140915," Bachelors",13," Never-married"," Sales"," Own-child"," Asian-Pac-Islander"," Male",0,1590,40," South"," <=50K"," South"
52," Private",230657," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Other"," Male",3781,0,40," Columbia"," <=50K"," Columbia"
48," ?",61985," 9th",5," Separated"," ?"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,20," United-States"," <=50K"," United-States"
24," Private",217602," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
22," Private",107801," Assoc-voc",11," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
54," Private",182187," Assoc-voc",11," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",15024,0,38," Jamaica"," >50K"," Jamaica"
18," Private",138917," 11th",7," Never-married"," Sales"," Own-child"," Black"," Female",0,0,10," United-States"," <=50K"," United-States"
49," Private",200198," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
57," Private",250201," HS-grad",9," Widowed"," Transport-moving"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
56," Federal-gov",67153," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Portugal"," >50K"," Portugal"
17," Private",244523," 10th",6," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
26," Private",177147," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
50," ?",222381," Some-college",10," Divorced"," ?"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
38," State-gov",108293," Masters",14," Never-married"," Prof-specialty"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
25," Private",97789," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
34," Private",111415," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," United-States"," <=50K"," United-States"
38," Private",374524," Some-college",10," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
19," Private",72355," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
39," Private",342448," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
43," Private",187702," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",2174,0,45," United-States"," <=50K"," United-States"
42," Private",303388," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States"," <=50K"," United-States"
48," Private",207277," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States"," >50K"," United-States"
60," ?",88675," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
27," Private",372500," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," Mexico"," <=50K"," Mexico"
22," ?",139324," 9th",5," Never-married"," ?"," Unmarried"," Black"," Female",0,0,36," United-States"," <=50K"," United-States"
38," Private",296212," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
22," Private",500720," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," Mexico"," <=50K"," Mexico"
36," Self-emp-not-inc",239415," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
38," Private",179262," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
55," Private",143266," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," Hungary"," >50K"," Hungary"
41," Private",174540," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,4," United-States"," <=50K"," United-States"
24," Private",72143," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
36," Private",156352," 9th",5," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
19," Private",298891," 11th",7," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," Honduras"," <=50K"," Honduras"
66," ?",182378," 7th-8th",4," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
37," Private",421633," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," United-States"," >50K"," United-States"
17," Private",57723," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
19," ?",307837," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
54," Self-emp-not-inc",136224," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
43," Private",242804," HS-grad",9," Separated"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
50," Private",163671," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
38," Private",287701," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,48," United-States"," >50K"," United-States"
31," Private",187560," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,40," United-States"," >50K"," United-States"
